Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
A.I.W. Frank/Mid-County Mustang,42.4,PAD004351003,300773,3,Pennsylvania,Exton,Chester,NPL Site,40.031811,-75.6032,6/24/1988,10/4/1989,11/8/2000,759,,,"<a href=""https://semspub.epa.gov/src/document/03/900195"" target=""_blank"">PAD004351003 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300773"" target=""_blank"">A.I.W. Frank/Mid-County Mustang</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8416109.726,4870566.045
Tobyhanna Army Depot,37.93,PA5213820892,302464,3,Pennsylvania,Tobyhanna,Monroe,NPL Site,41.19305,-75.419439,7/14/1989,8/30/1990,9/28/2000,738,,,"<a href=""https://semspub.epa.gov/src/document/03/900196"" target=""_blank"">PA5213820892 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302464"" target=""_blank"">Tobyhanna Army Depot</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8395653.545,5040858.331
Publicker Industries Inc.,59.06,PAD981939200,303196,3,Pennsylvania,Philadelphia,Philadelphia,Deleted NPL Site,39.90805,-75.135281,5/5/1989,10/4/1989,12/2/1997,500,7/20/2000,11/1/2000,"<a href=""https://semspub.epa.gov/src/document/03/900197"" target=""_blank"">PAD981939200 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303196"" target=""_blank"">Publicker Industries Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-20/pdf/00-17752.pdf"" target=""_blank"">07/20/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-11-01/pdf/00-27780.pdf"" target=""_blank"">11/01/2000 (PDF)</a>",,No,-8364021.222,4852589.339
Dublin TCE Site,28.9,PAD981740004,302401,3,Pennsylvania,Dublin Borough,Bucks,NPL Site,40.370892,-75.204897,10/26/1989,8/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900198"" target=""_blank"">PAD981740004 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302401"" target=""_blank"">Dublin TCE Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8371770.839,4919986.582
Ohio River Park,42.24,PAD980508816,301227,3,Pennsylvania,Neville Island,Allegheny,NPL Site,40.518611,-80.1525,10/26/1989,8/30/1990,9/22/1999,647,,,"<a href=""https://semspub.epa.gov/src/document/03/900199"" target=""_blank"">PAD980508816 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301227"" target=""_blank"">Ohio River Park</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8922535.486,4941594.108
Crossley Farm,29.66,PAD981740061,302402,3,Pennsylvania,Hereford Township,Berks,NPL Site,40.435417,-75.620611,7/29/1991,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900201"" target=""_blank"">PAD981740061 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302402"" target=""_blank"">Crossley Farm</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8418047.91,4929419.106
"Rodale Manufacturing Co., Inc.",50,PAD981033285,301744,3,Pennsylvania,Emmaus Borough,Lehigh,NPL Site,40.531111,-75.493333,7/29/1991,10/14/1992,9/29/2003,877,,,"<a href=""https://semspub.epa.gov/src/document/03/900202"" target=""_blank"">PAD981033285 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301744"" target=""_blank"">Rodale Manufacturing Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8403879.388,4943424.722
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50,PAD980419097,301193,3,Pennsylvania,Upper Merion Township,Montgomery,NPL Site,40.081667,-75.3425,2/7/1992,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900203"" target=""_blank"">PAD980419097 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301193"" target=""_blank"">Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8387088.735,4877817.012
Foote Mineral Co.,50,PAD077087989,301103,3,Pennsylvania,East Whiteland Township,Chester,NPL Site,40.04,-75.585278,2/7/1992,10/14/1992,10/28/2010,1099,,,"<a href=""https://semspub.epa.gov/src/document/03/900204"" target=""_blank"">PAD077087989 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301103"" target=""_blank"">Foote Mineral Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8414114.658,4871756.674
"Metropolitan Mirror and Glass Co., Inc.",34.33,PAD982366957,303257,3,Pennsylvania,Frackville,Schuylkill,Deleted NPL Site,40.775,-76.221667,2/7/1992,10/14/1992,9/30/1998,582,6/17/2005,8/16/2005,"<a href=""https://semspub.epa.gov/src/document/03/900205"" target=""_blank"">PAD982366957 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303257"" target=""_blank"">Metropolitan Mirror and Glass Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11828.pdf"" target=""_blank"">06/17/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11827.pdf"" target=""_blank"">08/16/2005 (PDF)</a>",,No,-8484957.158,4979210.647
Austin Avenue Radiation Site,0,PAD987341716,304433,3,Pennsylvania,Delaware County,Delaware,Deleted NPL Site,39.943056,-75.261944,2/7/1992,10/14/1992,9/27/1999,650,2/19/2002,4/18/2002,"<a href=""https://semspub.epa.gov/src/document/03/900208"" target=""_blank"">PAD987341716 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304433"" target=""_blank"">Austin Avenue Radiation Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-02-19/pdf/02-3655.pdf"" target=""_blank"">02/19/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-04-18/pdf/02-9216.pdf"" target=""_blank"">04/18/2002 (PDF)</a>",,No,-8378121.282,4857670.78
UGI Columbia Gas Plant,50.78,PAD980539126,301328,3,Pennsylvania,Columbia,Lancaster,NPL Site,40.026207,-76.498389,6/23/1993,5/31/1994,9/24/2007,1019,,,"<a href=""https://semspub.epa.gov/src/document/03/900216"" target=""_blank"">PAD980539126 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301328"" target=""_blank"">UGI Columbia Gas Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189656"" target=""_blank"">06/23/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,,No,-8515761.71,4869751.34
Navy Ships Parts Control Center,50,PA3170022104,302460,3,Pennsylvania,Mechanicsburg,Cumberland,NPL Site,40.223888,-76.99361,1/18/1994,5/31/1994,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900218"" target=""_blank"">PA3170022104 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302460"" target=""_blank"">Navy Ships Parts Control Center</a>","<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,,No,-8570889.46,4898530.612
Butler Mine Tunnel,49.51,PAD980508451,301208,3,Pennsylvania,Pittston,Luzerne,Deleted NPL Site,41.3268,-75.7899,6/10/1986,7/22/1987,9/8/2005,944,5/14/2021,9/14/2021,"<a href=""https://semspub.epa.gov/src/document/03/900220"" target=""_blank"">PAD980508451 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301208"" target=""_blank"">Butler Mine Tunnel</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-05-14/pdf/2021-10132.pdf"" target=""_blank"">05/14/2021 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-09-14/pdf/2021-19448.pdf"" target=""_blank"">09/14/2021 (PDF)</a>",,No,-8436893.075,5060664.748
Willow Grove Naval Air and Air Reserve Station,50,PAD987277837,303820,3,Pennsylvania,Willow Grove,Montgomery,NPL Site,40.19222,-75.1475,8/23/1994,9/29/1995,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900223"" target=""_blank"">PAD987277837 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303820"" target=""_blank"">Willow Grove Naval Air and Air Reserve Station</a>","<a href=""https://semspub.epa.gov/src/document/11/189658"" target=""_blank"">08/23/1994 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-09-29/pdf/95-24415.pdf"" target=""_blank"">09/29/1995 (PDF)</a>",,,,No,-8365381.434,4893914.609
"Breslube-Penn, Inc",50,PAD089667695,301139,3,Pennsylvania,Coraopolis,Allegheny,NPL Site,40.501389,-80.146389,10/2/1995,6/17/1996,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900225"" target=""_blank"">PAD089667695 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301139"" target=""_blank"">Breslube-Penn, Inc</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24414.pdf"" target=""_blank"">10/02/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15032.pdf"" target=""_blank"">06/17/1996 (PDF)</a>",,,,No,-8921855.212,4939072.52
Salford Quarry,50,PAD980693204,301486,3,Pennsylvania,Lower Salford Township,Montgomery,NPL Site,40.251944,-75.382222,4/1/1997,9/23/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900028"" target=""_blank"">PAD980693204 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301486"" target=""_blank"">Salford Quarry</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-01/pdf/97-8087.pdf"" target=""_blank"">04/01/1997 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22934.pdf"" target=""_blank"">09/23/2009 (PDF)</a>",,,,No,-8391510.568,4902621.924
Sharon Steel Corp (Farrell Works Disposal Area) ,50,PAD001933175,300530,3,Pennsylvania,Hickory Township,Mercer,NPL Site,41.198611,-80.510278,3/6/1998,7/28/1998,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900231"" target=""_blank"">PAD001933175 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300530"" target=""_blank"">Sharon Steel Corp (Farrell Works Disposal Area) </a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,,No,-8962363.151,5041681.026
Old Wilmington Road Ground Water Contamination,50,PAD981938939,302420,3,Pennsylvania,Sadsburyville,Chester,NPL Site,39.995833,-75.908333,7/22/1999,2/4/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900240"" target=""_blank"">PAD981938939 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302420"" target=""_blank"">Old Wilmington Road Ground Water Contamination</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-02-04/pdf/00-2474.pdf"" target=""_blank"">02/04/2000 (PDF)</a>",,,,No,-8450076.977,4865336.761
Lower Darby Creek Area,50,PASFN0305521,305521,3,Pennsylvania,Darby Township,"Delaware, Philadelphia",NPL Site,39.885556,-75.267778,5/11/2000,6/14/2001,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900244"" target=""_blank"">PASFN0305521 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305521"" target=""_blank"">Lower Darby Creek Area</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14616.pdf"" target=""_blank"">06/14/2001 (PDF)</a>",,,,No,-8378770.72,4849325.5
Valmont TCE,43.16,PAD982363970,303307,3,Pennsylvania,West Hazleton,Luzerne,NPL Site,40.967778,-76.015556,6/14/2001,9/13/2001,9/7/2011,1104,,,"<a href=""https://semspub.epa.gov/src/document/03/900245"" target=""_blank"">PAD982363970 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303307"" target=""_blank"">Valmont TCE</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,,No,-8462012.986,5007590.087
Watson Johnson Landfill,70.71,PAD980706824,301517,3,Pennsylvania,Richland Township,Bucks,NPL Site,40.460139,-75.331861,6/14/2001,9/13/2001,3/25/2019,1206,,,"<a href=""https://semspub.epa.gov/src/document/03/900246"" target=""_blank"">PAD980706824 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301517"" target=""_blank"">Watson Johnson Landfill</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,,No,-8385904.407,4933035.465
Franklin Slag Pile (MDC),50.2,PASFN0305549,305549,3,Pennsylvania,Philadelphia,Philadelphia,NPL Site,39.983194,-75.083889,9/13/2001,9/5/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900247"" target=""_blank"">PASFN0305549 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305549"" target=""_blank"">Franklin Slag Pile (MDC)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,,No,-8358300.29,4863500.378
Letterkenny Army Depot (PDO Area),37.51,PA2210090054,302458,3,Pennsylvania,Franklin County,Franklin,NPL Site,40.0075,-77.64,7/22/1987,3/13/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900252"" target=""_blank"">PA2210090054 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302458"" target=""_blank"">Letterkenny Army Depot (PDO Area)</a>","<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8642845.265,4867032.219
Paoli Rail Yard,32.18,PAD980692594,301447,3,Pennsylvania,Paoli,Chester,NPL Site,40.043189,-75.492919,6/24/1988,8/30/1990,7/12/2005,934,,,"<a href=""https://semspub.epa.gov/src/document/03/900253"" target=""_blank"">PAD980692594 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301447"" target=""_blank"">Paoli Rail Yard</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8403833.302,4872220.374
Ryeland Road Arsenic,60.3,PAD981033459,301755,3,Pennsylvania,Heidelberg Township,Berks,NPL Site,40.35395,-76.175361,3/8/2004,7/22/2004,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900256"" target=""_blank"">PAD981033459 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301755"" target=""_blank"">Ryeland Road Arsenic</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-03-08/pdf/04-5109.pdf"" target=""_blank"">03/08/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-22/pdf/04-16571.pdf"" target=""_blank"">07/22/2004 (PDF)</a>",,,,No,-8479802.398,4917511.43
Price Battery,37.86,PAN000305679,305679,3,Pennsylvania,Hamburg,Berks,NPL Site,40.549507,-75.980228,9/23/2004,4/27/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900258"" target=""_blank"">PAN000305679 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305679"" target=""_blank"">Price Battery</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,,No,-8458080.291,4946119.42
Safety Light Corporation,70.71,PAD987295276,304257,3,Pennsylvania,Bloomsburg,Columbia,NPL Site,41.015278,-76.376389,9/23/2004,4/27/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900259"" target=""_blank"">PAD987295276 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304257"" target=""_blank"">Safety Light Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,,No,-8502180.732,5014595.427
Jackson Ceramix,30.22,PAD001222025,300517,3,Pennsylvania,Falls Creek,Jefferson,NPL Site,41.139167,-78.801944,4/27/2005,9/14/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900029"" target=""_blank"">PAD001222025 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300517"" target=""_blank"">Jackson Ceramix</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8322.pdf"" target=""_blank"">04/27/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-14/pdf/05-18235.pdf"" target=""_blank"">09/14/2005 (PDF)</a>",,,,No,-8772192.28,5032890.486
Chem-Fab,50,PAD002323848,300563,3,Pennsylvania,Doylestown,Bucks,NPL Site,40.315958,-75.136003,9/19/2007,3/19/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900031"" target=""_blank"">PAD002323848 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300563"" target=""_blank"">Chem-Fab</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18154.pdf"" target=""_blank"">09/19/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5557.pdf"" target=""_blank"">03/19/2008 (PDF)</a>",,,,No,-8364101.594,4911963.225
BoRit Asbestos,50,PAD981034887,301842,3,Pennsylvania,Ambler,Montgomery,NPL Site,40.153472,-75.228625,9/3/2008,4/9/2009,6/28/2018,1199,,,"<a href=""https://semspub.epa.gov/src/document/03/900032"" target=""_blank"">PAD981034887 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301842"" target=""_blank"">BoRit Asbestos</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20389.pdf"" target=""_blank"">09/03/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7825.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,,No,-8374412.228,4888269.54
Foster Wheeler Energy Corporation/Church Road TCE,50,PAD003031788,300671,3,Pennsylvania,Mountain Top,Luzerne,Proposed NPL Site,41.133056,-75.878056,4/9/2009,,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900034"" target=""_blank"">PAD003031788 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300671"" target=""_blank"">Foster Wheeler Energy Corporation/Church Road TCE</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,,,No,-8446706.556,5031987.247
Metro Container Corporation,50,PAD044545895,300939,3,Pennsylvania,Trainer,Delaware,NPL Site,39.824981,-75.399047,9/16/2011,3/15/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900039"" target=""_blank"">PAD044545895 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300939"" target=""_blank"">Metro Container Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,,No,-8393383.518,4840541.495
Baghurst Drive,50,PAN000306939,306939,3,Pennsylvania,Harleysville,Montgomery,NPL Site,40.299483,-75.455133,5/12/2014,9/22/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900040"" target=""_blank"">PAN000306939 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306939"" target=""_blank"">Baghurst Drive</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10832.pdf"" target=""_blank"">05/12/2014 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22429.pdf"" target=""_blank"">09/22/2014 (PDF)</a>",,,,No,-8399626.983,4909558.25
